iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality
DEU,Europe,Germany,2020-12-08,1229269,29263,19227.286,20002,568,403.571,14671.892,349.267,229.487,238.733,6.779,4.817,1.1,4238,50.582,,,,,,,,,,,204307,2.438,,,tests performed,,,,,,,,,,67.59,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-12-09,1254358,25089,19486.429,20460,458,400.143,14971.341,299.449,232.58,244.2,5.466,4.776,1.11,4259,50.833,,,,,,,,,,,206761,2.468,,,tests performed,,,,,,,,,,67.59,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-12-10,1287092,32734,20792.571,21064,604,423.857,15362.036,390.695,248.169,251.409,7.209,5.059,1.12,4319,51.549,,,,,,,,,,,209215,2.497,,,tests performed,,,,,,,,,,67.59,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-12-11,1314309,27217,22399.286,21567,503,427.143,15686.884,324.847,267.346,257.412,6.004,5.098,1.12,4414,52.683,,,,,,,,,,,211669,2.526,,,tests performed,,,,,,,,,,67.59,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-12-12,1336101,21792,21780.143,21900,333,437.286,15946.981,260.098,259.956,261.387,3.975,5.219,1.11,4475,53.411,,,,,,,,,,,214123,2.556,,,tests performed,,,,,,,,,,67.59,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-12-13,1350810,14709,22322.857,22106,206,445.286,16122.54,175.559,266.434,263.845,2.459,5.315,1.1,4541,54.199,,,,,7640.286,91.19,,32408695,386.813,,216577,2.585,0.112,8.9,tests performed,,,,,,,,,,67.59,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,28.74
DEU,Europe,Germany,2020-12-14,1357261,6451,22465,22634,528,457.143,16199.536,76.996,268.13,270.147,6.302,5.456,1.09,4661,55.631,,,,,,,,,,,219760,2.623,,,tests performed,,,,,,,,,,67.59,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-12-15,1391086,33825,23116.714,23544,910,506,16603.253,403.717,275.909,281.008,10.861,6.039,1.09,4722,56.359,,,,,,,,,,,222944,2.661,,,tests performed,,,,,,,,,,75,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-12-16,1423830,32744,24210.286,24273,729,544.714,16994.067,390.815,288.961,289.709,8.701,6.501,1.09,4820,57.529,,,,,,,,,,,226128,2.699,,,tests performed,,,,,,,,,,82.41,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-12-17,1454009,30179,23845.286,25027,754,566.143,17354.268,360.2,284.604,298.709,8.999,6.757,1.08,4839,57.756,,,,,,,,,,,229311,2.737,,,tests performed,,,,,,,,,,82.41,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-12-18,1486839,32830,24647.143,25754,727,598.143,17746.109,391.841,294.175,307.386,8.677,7.139,1.08,4889,58.352,,,,,,,,,,,232495,2.775,,,tests performed,,,,,,,,,,82.41,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-12-19,1508518,21679,24631,26171,417,610.143,18004.858,258.749,293.982,312.363,4.977,7.282,1.06,4930,58.842,,,,,,,,,,,235678,2.813,,,tests performed,,,,,,,,,,82.41,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-12-20,1514962,6444,23450.286,26400,229,613.429,18081.77,76.912,279.89,315.096,2.733,7.322,1.04,5018,59.892,,,,,7841.77,93.595,,34080728,406.769,,238862,2.851,0.113,8.8,tests performed,,,,,,,,,,82.41,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,30.21
DEU,Europe,Germany,2020-12-21,1534218,19256,25279.571,27110,710,639.429,18311.599,229.829,301.723,323.57,8.474,7.632,1.03,5157,61.551,,,,,,,,,,,226991,2.709,,,tests performed,,,,,,,,,,82.41,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-12-22,1570371,36153,25612.143,28096,986,650.286,18743.102,431.503,305.693,335.339,11.768,7.761,1.01,5202,62.088,,,,,,,,,,,215121,2.568,,,tests performed,,,,,,,,,,82.41,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-12-23,1604129,33758,25757,28909,813,662.286,19146.019,402.917,307.422,345.042,9.704,7.905,0.98,5226,62.375,,,,,,,,,,,203250,2.426,,,tests performed,,,,,,,,,,82.41,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-12-24,1630596,26467,25226.714,29330,421,614.714,19461.915,315.896,301.092,350.067,5.025,7.337,0.95,5330,63.616,,,,,,,,,,,191379,2.284,,,tests performed,,,,,,,,,,82.41,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-12-25,1632736,2140,20842.429,29580,250,546.571,19487.457,25.542,248.764,353.051,2.984,6.524,0.94,5364,64.022,,,,,,,,,,,179509,2.143,,,tests performed,,,,,,,,,,82.41,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-12-26,1646240,13504,19674.571,29946,366,539.286,19648.633,161.176,234.825,357.419,4.368,6.437,0.94,5520,65.884,,,,,,,,,,,167638,2.001,,,tests performed,,,,,,,,,,82.41,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-12-27,1658639,12399,20525.286,30297,351,556.714,19796.621,147.988,244.979,361.609,4.189,6.645,0.95,5546,66.194,,,,,7384.401,88.136,,35171100,419.783,,155767,1.859,0.13,7.7,tests performed,23321,23304,17,,,0.03,0.03,0,,82.41,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,36.78
DEU,Europe,Germany,2020-12-28,1672643,14004,19775,31145,848,576.429,19963.765,167.144,236.024,371.73,10.121,6.88,0.96,5582,66.624,,,,,,,,,,,150775,1.8,,,tests performed,41139,41083,56,17818,17818,0.05,0.05,0,213,82.41,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-12-29,1692109,19466,17391.143,32267,1122,595.857,20196.101,232.336,207.571,385.122,13.392,7.112,0.96,5637,67.28,,,,,,,,,,,145782,1.74,,,tests performed,90904,90125,779,49765,33792,0.11,0.11,0,403,82.41,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-12-30,1741153,49044,19574.857,33230,963,617.286,20781.464,585.363,233.635,396.615,11.494,7.368,0.97,5630,67.197,,,,,,,,,,,140789,1.68,,,tests performed,152691,151784,907,61787,43123,0.18,0.18,0,515,82.41,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-12-31,1760520,19367,18560.571,33791,561,637.286,21012.618,231.154,221.529,403.311,6.696,7.606,0.94,5622,67.101,,,,,,,,,,,135797,1.621,,,tests performed,202977,201920,1057,50286,44914,0.24,0.24,0,536,82.41,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2021-01-01,1762637,2117,18557.286,34145,354,652.143,21037.885,25.267,221.49,407.536,4.225,7.784,0.93,5583,66.636,,,,,,,,,,,130804,1.561,,,tests performed,228733,227665,1068,25756,41082,0.27,0.27,0,490,82.41,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2021-01-02,1773540,10903,18185.714,34480,335,647.714,21168.017,130.132,217.055,411.535,3.998,7.731,0.94,5703,68.068,,,,,,,,,,,125811,1.502,,,tests performed,276371,275018,1353,47638,42175,0.33,0.33,0,503,82.41,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2021-01-03,1783896,10356,17893.857,34791,311,642,21291.621,123.604,213.571,415.247,3.712,7.663,0.97,5745,68.569,,,,,7566.744,90.313,,36016829,429.877,,120818,1.442,0.154,6.5,tests performed,298551,297191,1360,22180,39319,0.36,0.35,0,469,82.41,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,36.19
DEU,Europe,Germany,2021-01-04,1796216,12320,17653.286,35748,957,657.571,21438.666,147.045,210.7,426.669,11.422,7.848,0.98,5723,68.307,,,,,,,,,,,128689,1.536,,,tests performed,345130,343717,1413,46579,43427,0.41,0.41,0,518,82.41,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2021-01-05,1814565,18349,17493.714,36757,1009,641.429,21657.67,219.004,208.796,438.712,12.043,7.656,1,5650,67.435,,,,,,,,,,,136560,1.63,,,tests performed,397028,395585,1443,51898,43732,0.47,0.47,0,522,85.19,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2021-01-06,1841228,26663,14296.429,37835,1078,657.857,21975.905,318.235,170.634,451.578,12.866,7.852,1.02,5552,66.266,,,,,,,,,,,144431,1.724,,,tests performed,459290,457838,1452,62262,43800,0.55,0.55,0,523,85.19,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2021-01-07,1886561,45333,18005.857,38987,1152,742.286,22516.975,541.07,214.908,465.328,13.75,8.86,1.04,5474,65.335,,,,,,,,,,,152302,1.818,,,tests performed,513438,511977,1461,54148,44352,0.61,0.61,0,529,85.19,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2021-01-08,1905638,19077,20428.714,40022,1035,839.571,22744.668,227.693,243.826,477.681,12.353,10.021,1.02,5467,65.251,,,,,,,,,,,160173,1.912,,,tests performed,575319,573527,1792,61881,49512,0.69,0.68,0,591,85.19,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2021-01-09,1928462,22824,22131.714,40597,575,873.857,23017.083,272.415,264.152,484.544,6.863,10.43,1,5398,64.428,,,,,,,,,,,168044,2.006,,,tests performed,634816,632976,1840,59497,51206,0.76,0.76,0,611,85.19,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2021-01-10,1929410,948,20787.714,40936,339,877.857,23028.398,11.315,248.111,488.59,4.046,10.478,0.97,5300,63.258,,,,,7327.985,87.463,,37248234,444.575,,175915,2.1,0.128,7.8,tests performed,669468,667619,1849,34652,52988,0.8,0.8,0,632,83.33,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,28.06
DEU,Europe,Germany,2021-01-11,1941116,11706,20700,41799,863,864.429,23168.114,139.717,247.064,498.89,10.3,10.317,0.96,5267,62.864,,,,,,,,,,,175020,2.089,,,tests performed,736601,734698,1903,67133,55924,0.88,0.88,0,667,83.33,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2021-01-12,1968326,27210,21965.857,42889,1090,876,23492.878,324.764,262.173,511.9,13.01,10.455,0.95,5209,62.172,,,,,,,,,,,174126,2.078,,,tests performed,817341,815377,1964,80740,60045,0.98,0.97,0,717,83.33,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2021-01-13,1993892,25566,21809.143,44096,1207,894.429,23798.02,305.142,260.302,526.306,14.406,10.675,0.92,5164,61.635,,,,,,,,,,,173231,2.068,,,tests performed,928963,926802,2161,111622,67096,1.11,1.11,0,801,83.33,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2021-01-14,2015235,21343,18382,45207,1111,888.571,24052.759,254.739,219.398,539.566,13.26,10.606,0.9,5104,60.919,,,,,,,,,,,172336,2.057,,,tests performed,1011006,1008661,2345,82043,71081,1.21,1.2,0,848,83.33,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2021-01-15,2023828,8593,16884.286,45705,498,811.857,24155.32,102.561,201.522,545.51,5.944,9.69,0.89,5050,60.274,,,,,,,,,,,171441,2.046,,,tests performed,1101028,1097881,3147,90022,75101,1.31,1.31,0,896,83.33,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2021-01-16,2038645,14817,15740.429,46464,759,838.143,24332.168,176.848,187.869,554.569,9.059,10.004,0.89,4992,59.582,,,,,,,,,,,170547,2.036,,,tests performed,1158174,1154009,4165,57146,74765,1.38,1.38,0,892,83.33,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2021-01-17,2050129,11484,17245.571,46901,437,852.143,24469.235,137.067,205.834,559.785,5.216,10.171,0.89,4950,59.081,,,,,6449.513,76.978,,38435798,458.749,,169652,2.025,0.104,9.6,tests performed,1206555,1184600,21955,48381,76727,1.44,1.41,0.03,916,83.33,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,24.61
DEU,Europe,Germany,2021-01-18,2059382,9253,16895.143,47263,362,780.571,24579.673,110.439,201.651,564.106,4.321,9.316,0.88,4984,59.486,,,,,,,,,,,168144,2.007,,,tests performed,1288663,1250813,37850,82108,78866,1.54,1.49,0.05,941,83.33,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2021-01-19,2071615,12233,14755.571,48997,1734,872.571,24725.68,146.006,176.115,584.802,20.696,10.415,0.87,4930,58.842,,,,,,,,,,,166637,1.989,,,tests performed,1407159,1333250,73909,118496,84260,1.68,1.59,0.09,1006,83.33,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2021-01-20,2100618,29003,15246.571,50010,1013,844.857,25071.844,346.164,181.975,596.892,12.091,10.084,0.87,4816,57.481,,,,,,,,,,,165129,1.971,,,tests performed,1539307,1411121,128186,132148,87192,1.84,1.68,0.15,1041,83.33,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2021-01-21,2108895,8277,13380,50876,866,809.857,25170.634,98.79,159.696,607.229,10.336,9.666,0.85,4767,56.896,,,,,,,,,,,163621,1.953,,,tests performed,1645424,1475316,170108,106117,90631,1.96,1.76,0.2,1082,83.33,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2021-01-22,2125261,16366,14490.429,51713,837,858.286,25365.97,195.336,172.95,617.218,9.99,10.244,0.86,4749,56.682,,,,,,,,,,,162114,1.935,,,tests performed,1748293,1543535,204758,102869,92466,2.09,1.84,0.24,1104,83.33,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2021-01-23,2137691,12430,14149.429,51873,160,772.714,25514.327,148.358,168.88,619.128,1.91,9.223,0.86,4639,55.369,,,,,,,,,,,160606,1.917,,,tests performed,1835087,1584284,250803,86794,96702,2.19,1.89,0.3,1154,83.33,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2021-01-24,2147769,10078,13948.571,52296,423,770.714,25634.613,120.286,166.483,624.177,5.049,9.199,0.85,4607,54.987,,,,,6184.561,73.816,,39549488,472.041,,159099,1.899,0.099,10.1,tests performed,1882816,1610022,272794,47729,96609,2.25,1.92,0.33,1153,83.33,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,22.9
DEU,Europe,Germany,2021-01-25,2154656,6887,13610.571,53127,831,837.714,25716.812,82.2,162.448,634.095,9.918,9.999,0.84,4604,54.951,,,,,,,,,,,159873,1.908,,,tests performed,1974004,1662005,311999,91188,97906,2.36,1.98,0.37,1169,83.33,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2021-01-26,2164043,9387,13204,53619,492,660.286,25828.851,112.038,157.596,639.967,5.872,7.881,0.84,4559,54.414,,,,,,,,,,,160647,1.917,,,tests performed,2071520,1712361,359159,97516,94909,2.47,2.04,0.43,1133,83.33,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2021-01-27,2179679,15636,11294.429,54498,879,641.143,26015.473,186.623,134.804,650.459,10.491,7.652,0.84,4487,53.554,,,,,,,,,,,161422,1.927,,,tests performed,2180188,1763084,417104,108668,91554,2.6,2.1,0.5,1093,83.33,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2021-01-28,2194562,14883,12238.143,55883,1385,715.286,26193.109,177.635,146.068,666.989,16.531,8.537,0.84,4428,52.85,,,,,,,,,,,162196,1.936,,,tests performed,2270719,1808204,462515,90531,89328,2.71,2.16,0.55,1066,83.33,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2021-01-29,2207393,12831,11733.143,56286,403,653.286,26346.253,153.144,140.04,671.799,4.81,7.797,0.85,4367,52.122,,,,,,,,,,,162970,1.945,,,tests performed,2379425,1859557,519868,108706,90162,2.84,2.22,0.62,1076,83.33,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2021-01-30,2224911,17518,12460,57105,819,747.429,26555.338,209.085,148.716,681.574,9.775,8.921,0.85,4342,51.824,,,,,,,,,,,163745,1.954,,,tests performed,2467819,1894096,573723,88394,90390,2.95,2.26,0.68,1079,83.33,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2021-01-31,2225659,748,11127.143,57163,58,695.286,26564.266,8.928,132.808,682.267,0.692,8.299,0.83,4337,51.764,,,,,5243.63,62.585,,40701121,485.787,,164519,1.964,0.085,11.8,tests performed,2524988,1919903,605085,57169,91739,3.01,2.29,0.72,1095,83.33,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,13.61
DEU,Europe,Germany,2021-02-01,2232327,6668,11095.857,58059,896,704.571,26643.852,79.586,132.434,692.961,10.694,8.409,0.83,4313,51.478,,,,,,,,,,,163496,1.951,,,tests performed,2644526,1977746,666780,119538,95789,3.16,2.36,0.8,1143,83.33,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2021-02-02,2240017,7690,10853.429,58992,933,767.571,26735.635,91.784,129.541,704.097,11.136,9.161,0.82,4252,50.75,,,,,,,,,,,162473,1.939,,,tests performed,2775185,2042144,733041,130659,100524,3.31,2.44,0.87,1200,83.33,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2021-02-03,2252504,12487,10403.571,59776,784,754,26884.673,149.038,124.171,713.454,9.357,8.999,0.82,4207,50.212,,,,,,,,,,,161450,1.927,,,tests performed,2934319,2105481,828839,159134,107733,3.5,2.51,0.99,1286,83.33,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2021-02-04,2265536,13032,10139.143,60634,858,678.714,27040.216,155.543,121.015,723.695,10.241,8.101,0.83,4170,49.771,,,,,,,,,,,160426,1.915,,,tests performed,3064712,2165443,899270,130393,113428,3.66,2.58,1.07,1354,83.33,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2021-02-05,2276371,10835,9854,61324,690,719.714,27169.537,129.321,117.612,731.93,8.235,8.59,0.83,4066,48.53,,,,,,,,,,,159403,1.903,,,tests performed,3209108,2233256,975853,144396,118526,3.83,2.67,1.16,1415,83.33,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2021-02-06,2285003,8632,8584.571,61551,227,635.143,27272.564,103.027,102.461,734.64,2.709,7.581,0.84,3958,47.241,,,,,,,,,,,158380,1.89,,,tests performed,3309693,2280328,1029366,100585,120268,3.95,2.72,1.23,1435,83.33,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2021-02-07,2291673,6670,9430.571,61708,157,649.286,27352.173,79.61,112.558,736.513,1.874,7.75,0.84,3926,46.859,,,,,4627.088,55.226,,41802620,498.934,,157357,1.878,0.075,13.3,tests performed,3363109,2308473,1054637,53416,119732,4.01,2.76,1.26,1429,83.33,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,6.35
DEU,Europe,Germany,2021-02-08,2296323,4650,9142.286,62191,483,590.286,27407.673,55.5,109.117,742.278,5.765,7.045,0.83,3951,47.157,,,,,,,,,,,156522,1.868,,,tests performed,3472413,2361700,1110714,109304,118270,4.14,2.82,1.33,1412,83.33,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2021-02-09,2302051,5728,8862,63006,815,573.429,27476.04,68.366,105.772,752.006,9.727,6.844,0.83,3840,45.832,,,,,,,,,,,155688,1.858,,,tests performed,3606075,2421925,1184151,133662,118699,4.3,2.89,1.41,1417,83.33,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2021-02-10,2311297,9246,8399,63672,666,556.571,27586.395,110.355,100.246,759.955,7.949,6.643,0.83,3732,44.543,,,,,,,,,,,154853,1.848,,,tests performed,3759665,2498965,1260701,153590,117907,4.49,2.98,1.5,1407,83.33,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2021-02-11,2321225,9928,7955.571,64224,552,512.857,27704.89,118.495,94.953,766.543,6.588,6.121,0.84,3668,43.779,,,,,,,,,,,154018,1.838,,,tests performed,3901007,2572879,1328131,141342,119471,4.66,3.07,1.59,1426,83.33,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2021-02-12,2330422,9197,7721.571,64771,547,492.429,27814.661,109.77,92.161,773.072,6.529,5.877,0.86,3546,42.323,,,,,,,,,,,153184,1.828,,,tests performed,4056309,2651357,1404958,155302,121029,4.84,3.16,1.68,1445,83.33,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2021-02-13,2336906,6484,7414.714,64990,219,491.286,27892.05,77.39,88.498,775.686,2.614,5.864,0.87,3479,41.523,,,,,,,,,,,152349,1.818,,,tests performed,4163537,2713007,1450537,107228,121978,4.97,3.24,1.73,1456,83.33,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2021-02-14,2341744,4838,7153,65107,117,485.571,27949.794,57.744,85.374,777.082,1.396,5.796,0.88,3417,40.783,,,,,3831.225,45.727,,42863222,511.592,,151515,1.808,0.064,15.6,tests performed,4228959,2752748,1476219,65422,123693,5.05,3.29,1.76,1476,83.33,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,2.56
DEU,Europe,Germany,2021-02-15,2346876,5132,7221.857,65288,181,442.429,28011.047,61.253,86.196,779.242,2.16,5.281,0.89,3426,40.891,,,,,,,,,,,152385,1.819,,,tests performed,4353609,2821631,1531987,124650,125885,5.2,3.37,1.83,1502,83.33,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2021-02-16,2352766,5890,7245,65829,541,403.286,28081.347,70.3,86.472,785.699,6.457,4.813,0.9,3342,39.888,,,,,,,,,,,153255,1.829,,,tests performed,4491469,2903668,1587811,137860,126485,5.36,3.47,1.9,1510,83.33,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2021-02-17,2362364,9598,7295.286,66732,903,437.143,28195.903,114.557,87.073,796.477,10.778,5.218,0.91,3239,38.659,,,,,,,,,,,154125,1.84,,,tests performed,4641567,2997324,1644254,150098,125986,5.54,3.58,1.96,1504,83.33,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
