iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality
DEU,Europe,Germany,2020-01-06,,,,,,,,,,,,,,,,,,,,38.282,0.457,,,,,,,,,"",,,,,,,,,,0,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-01-18,,,,,,,,,,,,,,,,,,,,20.148,0.24,,,,,,,,,"",,,,,,,,,,0,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-01-24,,,,,,,,,,,,,,,,,,,,29.215,0.349,,,,,,,,,"",,,,,,,,,,5.56,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-01-27,1,1,,,,,0.012,0.012,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,5.56,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-01-28,4,3,,,,,0.048,0.036,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,5.56,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-01-29,4,0,,,,,0.048,0,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,5.56,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-01-30,4,0,,,,,0.048,0,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,5.56,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-01-31,5,1,,,,,0.06,0.012,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,5.56,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-02-01,8,3,1.143,,,0,0.095,0.036,0.014,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,5.56,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-02-02,10,2,1.429,,,0,0.119,0.024,0.017,,,0,,,,,,,,56.416,0.673,,,,,,,,,"",,,,,,,,,,5.56,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,-2.7
DEU,Europe,Germany,2020-02-03,12,2,1.571,,,0,0.143,0.024,0.019,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,5.56,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-02-04,12,0,1.143,,,0,0.143,0,0.014,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,5.56,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-02-05,12,0,1.143,,,0,0.143,0,0.014,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,5.56,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-02-06,12,0,1.143,,,0,0.143,0,0.014,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,5.56,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-02-07,13,1,1.143,,,0,0.155,0.012,0.014,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,5.56,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-02-08,13,0,0.714,,,0,0.155,0,0.009,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,5.56,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-02-09,14,1,0.571,,,0,0.167,0.012,0.007,,,0,,,,,,,,26.193,0.313,,,,,,,,,"",,,,,,,,,,5.56,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,-6.38
DEU,Europe,Germany,2020-02-10,14,0,0.286,,,0,0.167,0,0.003,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,5.56,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-02-11,16,2,0.571,,,0,0.191,0.024,0.007,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,5.56,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-02-12,16,0,0.571,,,0,0.191,0,0.007,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-02-13,16,0,0.571,,,0,0.191,0,0.007,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-02-14,16,0,0.429,,,0,0.191,0,0.005,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-02-15,16,0,0.429,,,0,0.191,0,0.005,,,0,,,,,,,,37.275,0.445,,,,,,,,,"",,,,,,,,,,11.11,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-02-16,16,0,0.286,,,0,0.191,0,0.003,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,-4.74
DEU,Europe,Germany,2020-02-17,16,0,0.286,,,0,0.191,0,0.003,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-02-18,16,0,0,,,0,0.191,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-02-19,16,0,0,,,0,0.191,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-02-20,16,0,0,,,0,0.191,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-02-21,16,0,0,,,0,0.191,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-02-22,16,0,0,,,0,0.191,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-02-23,16,0,0,,,0,0.191,0,0,,,0,,,,,,,,60.445,0.721,,,,,,,,,"",,,,,,,,,,11.11,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,-9.67
DEU,Europe,Germany,2020-02-24,16,0,0,,,0,0.191,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-02-25,17,1,0.143,,,0,0.203,0.012,0.002,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-02-26,27,10,1.571,,,0,0.322,0.119,0.019,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,16.67,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-02-27,46,19,4.286,,,0,0.549,0.227,0.051,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,16.67,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-02-28,48,2,4.571,,,0,0.573,0.024,0.055,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,19.44,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-02-29,79,31,9,,,0,0.943,0.37,0.107,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,25,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-03-01,130,51,16.286,,,0,1.552,0.609,0.194,,,0,,,,,,,,183.351,2.188,,,,,,,,,"",,,,,,,,,,25,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,-9.46
DEU,Europe,Germany,2020-03-02,159,29,20.429,,,0,1.898,0.346,0.244,,,0,3,,,,,,,,,,,,,,,,,"",,,,,,,,,,25,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-03-03,196,37,25.571,,,0,2.339,0.442,0.305,,,0,3.02,,,,,,,,,,,,,,,,,"",,,,,,,,,,25,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-03-04,262,66,33.571,,,0,3.127,0.788,0.401,,,0,3.07,,,,,,,,,,,,,,,,,"",,,,,,,,,,25,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-03-05,482,220,62.286,,,0,5.753,2.626,0.743,,,0,3.12,,,,,,,,,,,,,,,,,"",,,,,,,,,,25,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-03-06,670,188,88.857,,,0,7.997,2.244,1.061,,,0,3.04,,,,,,,,,,,,,,,,,"",,,,,,,,,,25,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-03-07,799,129,102.857,,,0,9.536,1.54,1.228,,,0,3.01,,,,,,,,,,,,,,,,,"",,,,,,,,,,25,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-03-08,1040,241,130,,,0,12.413,2.876,1.552,,,0,2.98,,,,,,,339.501,4.052,,,,,,,,,"",,,,,,,,,,25,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,-7.74
DEU,Europe,Germany,2020-03-09,1176,136,145.286,2,2,0.286,14.036,1.623,1.734,0.024,0.024,0.003,2.95,,,,,,,,,,,,,,,,,"",,,,,,,,,,28.7,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-03-10,1457,281,180.143,2,0,0.286,17.39,3.354,2.15,0.024,0,0.003,2.96,,,,,,,,,,,,,,,,,"",,,,,,,,,,32.87,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-03-11,1908,451,235.143,3,1,0.429,22.773,5.383,2.807,0.036,0.012,0.005,2.96,,,,,,,,,,,,,,,,,"",,,,,,,,,,32.87,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-03-12,2078,170,228,3,0,0.429,24.802,2.029,2.721,0.036,0,0.005,2.96,,,,,,,,,,,,,,,,,"",,,,,,,,,,32.87,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-03-13,3675,1597,429.286,7,4,1,43.863,19.061,5.124,0.084,0.048,0.012,3.04,,,,,,,,,,,,,,,,,"",,,,,,,,,,32.87,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-03-14,4585,910,540.857,9,2,1.286,54.724,10.861,6.455,0.107,0.024,0.015,2.97,,,,,,,,,,,,,,,,,"",,,,,,,,,,32.87,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-03-15,5795,1210,679.286,11,2,1.571,69.166,14.442,8.108,0.131,0.024,0.019,2.89,,,,,,,929.85,11.098,,129291,1.543,,,,0.058,17.2,tests performed,,,,,,,,,,32.87,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,-2.7
DEU,Europe,Germany,2020-03-16,7272,1477,870.857,17,6,2.143,86.795,17.629,10.394,0.203,0.072,0.026,2.81,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,42.13,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-03-17,9257,1985,1114.286,24,7,3.143,110.487,23.692,13.3,0.286,0.084,0.038,2.72,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,42.13,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-03-18,12327,3070,1488.429,28,4,3.571,147.128,36.642,17.765,0.334,0.048,0.043,2.6,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,52.31,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-03-19,15320,2993,1891.714,44,16,5.857,182.851,35.723,22.578,0.525,0.191,0.07,2.47,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,55.09,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-03-20,19848,4528,2310.429,67,23,8.571,236.895,54.044,27.576,0.8,0.275,0.102,2.35,200,2.387,,,,,,,,,,,,,,,tests performed,,,,,,,,,,57.87,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-03-21,22213,2365,2518.286,84,17,10.714,265.122,28.227,30.057,1.003,0.203,0.128,2.24,308,3.676,,,,,,,,,,,,,,,tests performed,,,,,,,,,,68.06,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-03-22,24873,2660,2725.429,94,10,11.857,296.871,31.748,32.529,1.122,0.119,0.142,2.15,364,4.345,,,,,2362.404,28.196,,503825,6.013,,53505,0.639,0.069,14.5,tests performed,,,,,,,,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,0.96
DEU,Europe,Germany,2020-03-23,29056,4183,3112,123,29,15.143,346.797,49.926,37.143,1.468,0.346,0.181,2.07,451,5.383,,,,,,,,,,,53567,0.639,,,tests performed,,,,,,,,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-03-24,32986,3930,3389.857,157,34,19,393.703,46.906,40.46,1.874,0.406,0.227,1.97,616,7.352,,,,,,,,,,,53630,0.64,,,tests performed,,,,,,,,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-03-25,37323,4337,3570.857,206,49,25.429,445.467,51.764,42.62,2.459,0.585,0.304,1.88,789,9.417,,,,,,,,,,,53693,0.641,,,tests performed,,,,,,,,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-03-26,43938,6615,4088.286,267,61,31.857,524.42,78.953,48.796,3.187,0.728,0.38,1.8,824,9.835,,,,,,,,,,,53755,0.642,,,tests performed,,,,,,,,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-03-27,50871,6933,4431.857,342,75,39.286,607.169,82.749,52.896,4.082,0.895,0.469,1.71,905,10.802,,,,,,,,,,,53818,0.642,,,tests performed,,,,,,,,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-03-28,57695,6824,5068.857,433,91,49.857,688.616,81.448,60.499,5.168,1.086,0.595,1.65,1001,11.947,,,,,,,,,,,53880,0.643,,,tests performed,,,,,,,,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-03-29,62095,4400,5317.429,533,100,62.714,741.132,52.516,63.466,6.362,1.194,0.749,1.57,1063,12.687,,,,,4508.212,53.808,,881424,10.52,,53943,0.644,0.088,11.4,tests performed,,,,,,,,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,4.03
DEU,Europe,Germany,2020-03-30,66885,4790,5404.143,645,112,74.571,798.303,57.171,64.501,7.698,1.337,0.89,1.49,1203,14.358,,,,,,,,,,,54760,0.654,,,tests performed,,,,,,,,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-03-31,71808,4923,5546,775,130,88.286,857.062,58.758,66.194,9.25,1.552,1.054,1.41,1550,18.5,,,,,,,,,,,55577,0.663,,,tests performed,,,,,,,,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-04-01,77872,6064,5792.714,920,145,102,929.438,72.377,69.139,10.981,1.731,1.217,1.33,1784,21.293,,,,,,,,,,,56395,0.673,,,tests performed,,,,,,,,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-04-02,84794,6922,5836.571,1107,187,120,1012.055,82.617,69.662,13.213,2.232,1.432,1.26,2102,25.088,,,,,,,,,,,57212,0.683,,,tests performed,,,,,,,,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-04-03,91159,6365,5755.429,1275,168,133.286,1088.025,75.969,68.694,15.218,2.005,1.591,1.2,2361,28.18,,,,,,,,,,,58029,0.693,,,tests performed,,,,,,,,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-04-04,96092,4933,5485.286,1444,169,144.429,1146.902,58.878,65.469,17.235,2.017,1.724,1.16,2471,29.493,,,,,,,,,,,58846,0.702,,,tests performed,,,,,,,,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-04-05,100123,4031,5432.571,1584,140,150.143,1195.014,48.112,64.84,18.906,1.671,1.792,1.11,2528,30.173,,,,,4192.889,50.044,,1299070,15.505,,59664,0.712,0.09,11.1,tests performed,,,,,,,,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,11.71
DEU,Europe,Germany,2020-04-06,103374,3251,5212.714,1810,226,166.429,1233.816,38.802,62.216,21.603,2.697,1.986,1.06,2551,30.447,,,,,,,,,,,59023,0.704,,,tests performed,,,,,,,,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-04-07,107663,4289,5122.143,2016,206,177.286,1285.008,51.191,61.135,24.062,2.459,2.116,1.02,2641,31.522,,,,,,,,,,,58382,0.697,,,tests performed,,,,,,,,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-04-08,113296,5633,5060.571,2349,333,204.143,1352.24,67.232,60.4,28.036,3.975,2.437,0.97,2654,31.677,,,,,,,,,,,57741,0.689,,,tests performed,,,,,,,,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-04-09,118181,4885,4769.571,2607,258,214.286,1410.545,58.305,56.927,31.116,3.079,2.558,0.92,2714,32.393,,,,,,,,,,,57100,0.682,,,tests performed,,,,,,,,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-04-10,122171,3990,4430.286,2767,160,213.143,1458.167,47.622,52.878,33.025,1.91,2.544,0.88,2702,32.25,,,,,,,,,,,56459,0.674,,,tests performed,,,,,,,,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-04-11,124908,2737,4116.571,2736,-31,184.571,1490.835,32.667,49.133,32.655,-0.37,2.203,0.85,2652,31.653,,,,,,,,,,,55818,0.666,,,tests performed,,,,,,,,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-04-12,127854,2946,3961.571,3022,286,205.429,1525.996,35.162,47.283,36.069,3.414,2.452,0.83,2652,31.653,,,,,3068.606,36.625,,1685311,20.115,,55177,0.659,0.08,12.5,tests performed,,,,,,,,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,14.58
DEU,Europe,Germany,2020-04-13,130072,2218,3814,3194,172,197.714,1552.469,26.473,45.522,38.122,2.053,2.36,0.81,2719,32.453,,,,,,,,,,,54233,0.647,,,tests performed,,,,,,,,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-04-14,131359,1287,3385.143,3294,100,182.571,1567.83,15.361,40.403,39.315,1.194,2.179,0.78,2722,32.488,,,,,,,,,,,53289,0.636,,,tests performed,,,,,,,,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-04-15,134753,3394,3065.286,3804,510,207.857,1608.339,40.509,36.586,45.402,6.087,2.481,0.77,2735,32.643,,,,,,,,,,,52345,0.625,,,tests performed,,,,,,,,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-04-16,137698,2945,2788.143,4052,248,206.429,1643.489,35.15,33.278,48.362,2.96,2.464,0.75,2810,33.539,,,,,,,,,,,51401,0.613,,,tests performed,,,,,,,,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-04-17,141397,3699,2746.571,4352,300,226.429,1687.638,44.149,32.782,51.943,3.581,2.703,0.74,2879,34.362,,,,,,,,,,,50457,0.602,,,tests performed,,,,,,,,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-04-18,143342,1945,2633.429,4459,107,246.143,1710.853,23.214,31.431,53.22,1.277,2.938,0.74,2928,34.947,,,,,,,,,,,49513,0.591,,,tests performed,,,,,,,,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-04-19,145184,1842,2475.714,4586,127,223.429,1732.838,21.985,29.549,54.736,1.516,2.667,0.73,2870,34.255,,,,,2166.964,25.864,,2025294,24.173,,48569,0.58,0.067,14.9,tests performed,,,,,,,,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,11.02
DEU,Europe,Germany,2020-04-20,147065,1881,2427.571,4862,276,238.286,1755.289,22.451,28.974,58.03,3.294,2.844,0.72,2900,34.613,,,,,,,,,,,49052,0.585,,,tests performed,,,,,,,,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-04-21,148291,1226,2418.857,5033,171,248.429,1769.921,14.633,28.87,60.071,2.041,2.965,0.71,2855,34.076,,,,,,,,,,,49535,0.591,,,tests performed,,,,,,,,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-04-22,150648,2357,2270.714,5279,246,210.714,1798.053,28.132,27.102,63.007,2.936,2.515,0.7,2739,32.691,,,,,,,,,,,50019,0.597,,,tests performed,,,,,,,,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
DEU,Europe,Germany,2020-04-23,153129,2481,2204.429,5575,296,217.571,1827.665,29.612,26.311,66.54,3.533,2.597,0.69,2720,32.464,,,,,,,,,,,50502,0.603,,,tests performed,,,,,,,,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,
